city,lng,lat
Balakliia,36.8389,49.4564
Hafnarfjörður,-21.95,64.0667
Quakers Hill,150.8789,-33.7344
Chiredzi,31.66,-21.0496
Stanford le Hope,0.4244,51.514
Borzya,116.5333,50.3833
Novyy Rozdil,24.13,49.4703
Okotoks,-113.975,50.725
Mount Olive,-74.7426,40.8662
East Haven,-72.8577,41.2984
Herentals,4.8364,51.1767
Morrisville,-78.8348,35.8367
Balzar,-79.9,-1.36
Harelbeke,3.3131,50.8567
Kakuda,140.7819,37.9772
Qarataū,70.4667,43.1667
Zeitz,12.1383,51.0478
Leichlingen,7.0167,51.1167
Gorlice,21.1604,49.6556
Yangiyer,68.8167,40.2667
Casselberry,-81.3218,28.6625
Plattsburgh,-73.4563,44.6951
Seguin,-97.9671,29.5889
Naranjito,-79.4653,-2.1667
Tainai,139.4167,38.0667
Griesheim,8.5525,49.8594
Emmendingen,7.8492,48.1214
Ōuda-yamaguchi,135.9525,34.5278
Olching,11.3167,48.2
Belle Glade,-80.6672,26.692
Obama,135.7467,35.4956
Wasco,-119.3671,35.5938
Lake in the Hills,-88.3476,42.1913
Éibar,-2.4733,43.1843
Witney,-1.49,51.78
Idar-Oberstein,7.3253,49.7019
Wallkill,-74.3939,41.4854
Kartaly,60.65,53.05
Gojō,135.6989,34.3528
Agawam,-72.6526,42.0657
Pokhvistnevo,52.1333,53.65
East Lake-Orient Park,-82.3653,27.9971
Khashuri,43.59,41.9897
Dubăsari,29.1667,47.2667
Biłgoraj,22.7333,50.55
McCandless,-80.0283,40.5836
Tournefeuille,1.3442,43.5853
Nzega,33.18,-4.2096
Naranjal,-79.6183,-2.6736
Kitsuki,131.6161,33.4169
Lučenec,19.6708,48.3314
Burton,-83.6175,42.9974
Chili,-77.7541,43.0845
Baradero,-59.5167,-33.8
Khust,23.2978,48.1814
Byaroza,24.9667,52.55
Gusev,22.1997,54.5922
Reinbek,10.2483,53.5089
Stoughton,-71.1019,42.1192
Sept-Îles,-66.3833,50.2167
Fleming Island,-81.7124,30.0988
Schererville,-87.444,41.486
West Springfield,-72.6503,42.1253
Timaru,171.25,-44.4
Wegberg,6.2667,51.1333
Geislingen an der Steige,9.8306,48.6244
Gates,-77.713,43.1514
Baunatal,9.4183,51.2589
Mpika,31.46,-11.83
Serra Negra,-46.7008,-22.6119
New Iberia,-91.8202,30.0049
Silvassa,73.0166,20.2666
Northampton,-72.6745,42.3266
Guararema,-46.035,-23.415
Esztergom,18.7403,47.7856
Ciro Redondo,-78.7031,22.0189
Jeffrey’s Bay,24.9167,-34.0333
Pershotravens’k,36.4044,48.3464
Warin Chamrap,104.8612,15.2008
Austintown,-80.7405,41.0932
Crofton,-76.68,39.0144
Mehlville,-90.3149,38.5018
Bermejo,-64.3425,-22.7322
Niimi,133.4703,34.9772
Zionsville,-86.3182,39.9897
Pilar do Sul,-47.7158,-23.8128
Ternivka,36.0826,48.5231
Mollendo,-72.0167,-17.0167
Hiji,131.5325,33.3694
Shaler,-79.9632,40.5229
Vineyard,-121.319,38.4744
Wetter (Ruhr),7.395,51.3881
Grimma,12.7253,51.2386
Kevelaer,6.25,51.5833
Ajka,17.5522,47.1006
Kłodzko,16.6528,50.4378
Lumberton,-79.0186,34.6312
Leimen,8.6911,49.3481
Alga,57.335,49.9032
Safājā,33.9344,26.7517
Bad Neuenahr-Ahrweiler,7.1133,50.5447
Benicia,-122.1525,38.0725
Ban Chang,101.0669,12.7209
Čapljina,17.7,43.11
Villa Luvianos,-100.2983,18.92
Rockledge,-80.732,28.3201
Rapperswil-Jona,8.8317,47.2286
Oktyabr’sk,57.4449,49.4731
Itako,140.5553,35.9472
Graham,-122.2756,47.0407
Centre Wellington,-80.3667,43.7
Ancud,-73.8287,-41.8682
Bo‘ka,69.1942,40.8111
Monterey,-121.8807,36.5922
Arqalyq,66.9114,50.2486
Converse,-98.3084,29.5091
Khrestivka,38.3667,48.15
Vestal,-76.026,42.0492
Granite City,-90.1266,38.7292
Saugus,-71.0145,42.4681
Llallagua,-66.5856,-18.4231
Perry Hall,-76.4781,39.4067
Illkirch-Graffenstaden,7.72,48.53
Nallıhan,31.3508,40.1859
Tara,74.4136,56.8753
Khulm,67.6833,36.6833
Xochistlahuaca,-98.2419,16.7914
Branford,-72.7981,41.2841
Yukon,-97.7639,35.5201
Kushva,59.7333,58.2833
Villazón,-65.596,-22.091
South Laurel,-76.8456,39.0603
Ballina,153.5333,-28.8333
Taree,152.45,-31.9
Sorochinsk,53.15,52.4333
Sonora,-120.3828,37.9819
Kuaidamao,125.75,41.68
Kasangulu,15.18,-4.5796
West Windsor,-74.6267,40.2897
Takahagi,140.7097,36.7136
Baesweiler,6.1833,50.9
Chíos,26.1375,38.3725
Camiri,-63.52,-20.05
Kriens,8.28,47.0344
Imatra,28.7764,61.1931
Kholmsk,142.0431,47.0403
Wisconsin Rapids,-89.8265,44.3927
Nochistlán de Mejía,-102.8464,21.3642
San Martín de los Andes,-71.35,-40.1667
Dembī Dolo,34.8,8.5333
Galt,-121.3,38.2693
Mocímboa,40.35,-11.3196
Hutto,-97.5516,30.5373
Forest Hills,-85.4895,42.9577
Sundern,8.0,51.3167
Jaguarão,-53.3758,-32.5658
Bixby,-95.8773,35.9454
Tlalpujahua de Rayón,-100.1744,19.805
Oakdale,-92.9641,44.9876
Sabaneta,-69.9325,8.7522
Ðakovo,18.4,45.3
Bolobo,16.24,-2.16
Hādīshahr,45.6622,38.8478
Topki,85.6167,55.2833
Vyshhorod,30.5,50.5833
Salinas Victoria,-100.3,25.9667
Atlautla,-98.7167,19.0
Zolotonosha,32.0333,49.6833
Ormskirk,-2.8869,53.5665
Newtown,-73.2927,41.3988
Fūman,49.3125,37.2239
New Smyrna Beach,-80.9651,29.0249
Westport,-73.3475,41.1428
Tualatin,-122.7746,45.3772
Fridley,-93.2595,45.0841
Maloyaroslavets,36.4667,55.0
Zakopane,19.9519,49.2994
East Chicago,-87.4536,41.6484
Ofaqim,34.6167,31.2833
Awara,136.2289,36.2114
Kirkwood,-90.4203,38.5788
San Martín Hidalgo,-103.9286,20.435
Mechernich,6.65,50.6
’Arāba,35.3386,32.8511
Arnstadt,10.9464,50.8342
Littlehampton,-0.5409,50.8094
Havran,27.0983,39.5583
Sanger,-119.5575,36.699
Mananjary,48.3333,-21.2167
Jarrow,-1.4804,54.9797
Morgan City,-91.192,29.7041
Ramsey,-93.4494,45.2617
Ruston,-92.6363,32.5329
Jeffersontown,-85.5701,38.2048
Glen Ellyn,-88.0629,41.8667
Bandipura,74.6375,34.4225
Borşa,24.6631,47.6553
Cañon City,-105.2203,38.443
Lichtenburg,26.1667,-26.15
Monticello,-93.7984,45.298
Oktyabrsk,48.6667,53.1667
Ashtabula,-80.7984,41.8806
Wiesloch,8.6983,49.2942
Ban Nong Sam Rong,102.765,17.4514
Danvers,-70.9494,42.574
Orosháza,20.6428,46.5678
Mint Hill,-80.6533,35.1782
Jarinu,-46.7283,-23.1014
Neptune,-74.0539,40.2105
Panauti̇̄,85.5167,27.5833
Stratford-upon-Avon,-1.7064,52.1928
Tongyangdao,109.9711,41.7676
Jászberény,19.9167,47.5
Neckarsulm,9.2244,49.1917
Geilenkirchen,6.1194,50.9653
Bidur,85.1597,27.89
İpsala,26.3831,40.9181
Santa Rita do Passa Quatro,-47.4778,-21.71
Miramas,5.0019,43.5822
Gawler,138.745,-34.5981
Statesville,-80.8714,35.7842
Kathu,98.3475,7.9112
Short Pump,-77.6201,37.6549
Queensbury,-73.6765,43.3568
Verkhniy Ufaley,60.2333,56.05
Sena Madureira,-68.67,-9.07
Gloversville,-74.3465,43.0491
Santiago de Tolú,-75.572,9.5358
Summerlin South,-115.3324,36.1242
Chillán Viejo,-72.1317,-36.6229
Rambouillet,1.8308,48.6444
Bielsk Podlaski,23.2,52.7667
Spring Township,-76.0263,40.3037
East Grinstead,-0.007,51.129
Qorday,74.7114,43.0369
Laranjal Paulista,-47.8376,-23.0506
Rheinbach,6.9491,50.6256
Garfield Heights,-81.6038,41.4199
Maryborough,152.7019,-25.5375
Seneca,-82.9609,34.6815
Overath,7.3,50.95
Zempoala,-98.6667,19.9167
Thatcham,-1.264,51.405
Vilyeyka,26.9167,54.4833
Klosterneuburg,16.3167,48.3042
Whitehall,-75.5046,40.6571
Bakhchysaray,33.8608,44.7528
Aschersleben,11.4667,51.75
Huaquechula,-98.55,18.7667
Millville,-75.0561,39.3903
Monroeville,-79.7605,40.4262
Miyanaga,130.6667,33.7236
Tarui,136.5269,35.3703
Saint-Constant,-73.57,45.37
St. Helens,-122.8164,45.8571
Lunel,4.1361,43.6778
Biarritz,-1.56,43.48
Bergerac,0.48,44.85
Andenne,5.1,50.4833
Paragould,-90.5149,36.0555
Gonesse,2.4494,48.9875
Atitalaquia,-99.2208,20.0583
Tepehuacán de Guerrero,-98.8442,21.0131
Grodzisk Mazowiecki,20.6337,52.1039
East Windsor,-74.5295,40.2606
Heiligenhaus,6.971,51.3265
Hénin-Beaumont,2.9508,50.4217
Conchal,-47.1728,-22.33
Horn Lake,-90.0501,34.9512
Pereyaslav-Khmel’nyts’kyy,31.4422,50.0661
Orvault,-1.6225,47.2717
Oakleaf Plantation,-81.8337,30.1689
Estarreja,-8.5667,40.75
Prior Lake,-93.4409,44.7251
Gubkinskiy,76.5,64.4333
Caboolture,152.967,-27.0667
Huntley,-88.433,42.1599
Maple Valley,-122.0368,47.3659
San Agustín Tlaxiaca,-98.8867,20.1144
Cavaillon,5.0381,43.8375
Oak Forest,-87.7527,41.6054
Schloß Holte-Stukenbrock,8.6167,51.8833
Mayskiy,44.0667,43.6333
Glen Cove,-73.6287,40.8709
Saumur,-0.0769,47.26
Wangen im Allgäu,9.8342,47.6858
Szentes,20.2572,46.6519
Colíder,-55.4506,-10.8173
West Islip,-73.2971,40.7097
Sikonge,32.77,-5.6295
Ōtake,132.2222,34.2381
Kiskunhalas,19.4883,46.4319
Shoreview,-93.1358,45.0842
Bernards,-74.5678,40.6761
Hennigsdorf,13.2036,52.6378
Sens,3.2877,48.1975
Ronse,3.6,50.75
Tlaxcoapan,-99.22,20.0953
Sol’-Iletsk,54.9833,51.1667
Colleyville,-97.1486,32.8913
Wilmette,-87.7282,42.0771
Plum,-79.7496,40.5024
Libenge,18.62,3.6604
Dodge City,-100.0183,37.761
Pāmidi,77.5833,14.95
Amatepec,-100.15,18.65
Ružomberok,19.3083,49.0786
McHenry,-88.2931,42.3388
Lohne,8.2386,52.6667
Kazincbarcika,20.6456,48.2531
Waterville,-69.6624,44.5441
Gradignan,-0.6156,44.7725
Wałcz,16.4667,53.2667
Montbéliard,6.8,47.51
Shaker Heights,-81.5496,41.4744
Xalatlaco,-99.4164,19.1811
Teltow,13.2706,52.4022
Marcos Juárez,-62.1,-32.7
New Windsor,-74.1089,41.4742
Brownsburg,-86.3824,39.833
Chaska,-93.6092,44.8164
Aripuanã,-60.64,-9.17
Strausberg,13.8814,52.5808
Shelby,-81.5451,35.2904
Karpinsk,60.0,59.7667
Uyuni,-66.824,-20.4627
Lauf,11.2772,49.5103
Léo,-2.098,11.094
Maryland Heights,-90.4749,38.7189
Kamyshlov,62.7167,56.85
Magna,-112.1599,40.7634
Xenia,-83.9414,39.6828
Allen Park,-83.2107,42.2595
Khānābād,69.1636,36.6831
New Lenox,-87.97,41.5097
Jaltenco,-99.0931,19.7511
Pınarbaşı,36.391,38.722
Hanahan,-80.0027,32.9302
Karasuk,78.0333,53.7333
Douglas,-4.4819,54.15
Hamminkeln,6.5908,51.7319
Kinston,-77.5936,35.2748
Searcy,-91.7351,35.2418
Saikaichō-kobagō,129.6431,32.9331
Fern Down,-1.9,50.81
Boisbriand,-73.83,45.62
Brzozów,22.0194,49.6953
Pacasmayo,-79.57,-7.4003
Doctor Mora,-100.3192,21.1425
New London,-72.1023,41.3502
Lamego,-7.8667,41.0833
Bafoulabé,-10.8322,13.8064
Ocean,-74.0392,40.2519
Dix Hills,-73.337,40.8035
West Chicago,-88.2253,41.896
Dyatkovo,34.3333,53.6
Springettsbury,-76.6736,39.9907
Novoaleksandrovsk,41.2183,45.4933
Saint-Dizier,4.9497,48.6383
La Garde,6.0108,43.1256
Obertshausen,8.8482,50.0715
Semiluki,39.0333,51.6833
Immokalee,-81.4251,26.4253
McDonough,-84.1509,33.4399
Šumperk,16.9707,49.9653
Montreux,6.9167,46.4333
Piracaia,-46.3581,-23.0539
Narasannapeta,84.0447,18.4151
Polysayevo,86.2833,54.6
Bayonet Point,-82.6834,28.3254
West Linn,-122.6399,45.3669
Weiterstadt,8.6,49.9
Cortland,-76.1784,42.6004
Lemoore,-119.7983,36.2949
Alvin,-95.2933,29.3871
Bushey,-0.3604,51.6429
Sarubetsu,143.3561,42.9083
Kirzhach,38.8667,56.15
Temescal Valley,-117.4677,33.7581
Tubize,4.205,50.6928
Nova Zagora,26.0122,42.4903
Wappinger,-73.8918,41.59
Hohen Neuendorf,13.2831,52.6667
Waynesboro,-77.5822,39.7525
Krasnoarmeysk,38.1333,56.1
Betong,101.0725,5.7731
Sosnogorsk,53.9333,63.5833
Segezha,34.3222,63.7415
Thomasville,-80.0807,35.8813
Ilchester,-76.7684,39.2187
Maçka,39.6136,40.8186
Temple Terrace,-82.3774,28.0437
Kunisakimachi-tsurugawa,131.7317,33.5653
Coulsdon,-0.1386,51.3211
Az Zabadānī,36.1003,33.7247
Dalnerechensk,133.7333,45.9333
Norco,-117.5499,33.9252
Pirapòzinho,-51.5,-22.2753
Kirovsk,33.6717,67.6142
Khā̃dbāri̇̄,87.2167,27.3667
Bolkhov,36.0,53.45
Aş Şanamayn,36.1842,33.0711
Shalqar,59.6,47.8333
Hermanus,19.3,-34.4167
Dois Córregos,-48.3803,-22.3661
Ureshinomachi-shimojuku,130.06,33.1278
Mühlacker,8.8392,48.95
Severouralsk,59.9333,60.15
San Antonio del Sur,-74.8078,20.0569
Congleton,-2.217,53.162
Traralgon,146.5403,-38.1958
Heppenheim,8.645,49.6415
Vernon Hills,-87.9608,42.234
Pearl,-90.0918,32.273
Nordenham,8.4667,53.5
Marquette,-87.4082,46.544
Zirndorf,10.95,49.45
Ōmachi,137.85,36.5
Olteniţa,26.6364,44.0864
Citrus Park,-82.5628,28.073
Sedalia,-93.2351,38.7042
Bessemer,-86.9713,33.3709
Migdal Ha‘Emeq,35.2444,32.6786
Butzbach,8.6622,50.4367
Selm,7.4833,51.6833
Uherské Hradiště,17.4597,49.0698
Oldbury,-2.0159,52.505
Aurillac,2.4406,44.9261
Vsetín,17.9962,49.3387
Sangerhausen,11.3,51.4667
New Milton,-1.65,50.76
Batavia,-88.311,41.8479
Lower Providence,-75.4267,40.1485
Topoľčany,18.1833,48.55
West Milford,-74.3913,41.1062
Ocuilan de Arteaga,-99.4,19.0
Ehingen an der Donau,9.7236,48.2833
Chanhassen,-93.5621,44.8544
Ilha Solteira,-51.3436,-20.4272
Daventry,-1.16,52.26
Frauenfeld,8.8964,47.5558
Cabot,-92.0274,34.9768
Bad Honnef am Rhein,7.2269,50.645
Pukekohe East,174.9481,-37.195
Ludwigsfelde,13.2667,52.2997
Kalfou,14.9298,10.284
Vicksburg,-90.8868,32.3173
Karoi,29.68,-16.8196
Bingen am Rhein,7.895,49.9669
Kluczbork,18.2167,50.9833
Mahwah,-74.1856,41.0816
Schleswig,9.5697,54.5153
Ayorou,0.9195,14.7318
Farafangana,47.8332,-22.8166
Brawley,-115.5287,32.9783
Bouknadel,-6.748,34.1245
Geretsried,11.4667,47.8667
Neenah,-88.4764,44.167
Perevalsk,38.8167,48.4333
Snoqualmie,-121.8412,47.5293
Holbrook,-73.0707,40.7944
Montemor-o-Velho,-8.6833,40.1667
Labytnangi,66.4,66.65
West Odessa,-102.4996,31.8388
Hercules,-122.2564,38.0064
Semīrom,51.5694,31.4142
Lake City,-82.647,30.1901
Lochearn,-76.7307,39.346
Upper Dublin,-75.1813,40.1502
Bishop Auckland,-1.6768,54.6566
Wethersfield,-72.6703,41.7013
Paramus,-74.0712,40.9455
Lindau,9.6839,47.5458
Elefsína,23.5453,38.0414
Okeechobee,-80.8298,27.2414
La Teste-de-Buch,-1.1457,44.62
Vierzon,2.0694,47.2225
Malyn,29.27,50.7689
Sasovo,41.9167,54.35
Świecie,18.4333,53.4167
Edgewood,-76.2968,39.421
Wilmslow,-2.239,53.325
Tavira,-7.6506,37.1309
North Kingstown,-71.4629,41.5687
Yuanchang,120.323,23.642
Conception Bay South,-52.9833,47.5167
Pfaffenhofen,11.5167,48.5333
Kulmbach,11.4333,50.1
Lice,40.6519,38.4549
Puerto Varas,-72.9827,-41.3178
Muscatine,-91.068,41.4196
Novopavlovsk,43.6394,43.9636
Boone,-81.6668,36.2111
Oum Hadjer,19.6833,13.2833
Libourne,-0.24,44.92
Toktogul,72.9372,41.8826
Santiago Papasquiaro,-105.4192,25.0439
Sebastian,-80.4813,27.7882
Northport,-87.5984,33.2589
Helmstedt,11.0106,52.2281
Mizdah,12.9833,31.4337
Saint-Bruno-de-Montarville,-73.35,45.5333
Natchez,-91.3867,31.5437
Zacualtipán,-98.65,20.65
Sankt Wendel,7.1667,49.4667
Odemira,-8.6333,37.5833
Itaí,-49.0906,-23.4178
Zavodoukovsk,66.55,56.5
Traun,14.2397,48.2217
Saintes,-0.6333,45.7464
Kamo,139.0333,37.6667
Puerto Píritu,-65.05,10.0667
East St. Louis,-90.1304,38.6156
Sachse,-96.5793,32.9726
Tinipuka,136.89,-4.5496
Friedrichsdorf,8.6418,50.2569
Diapaga,1.796,12.077
Achern,8.0739,48.6314
Haines City,-81.6157,28.11
Tōno,141.5336,39.3275
Mason City,-93.1998,43.1487
Salamína,23.5,37.9333
Marshalltown,-92.9067,42.0341
Kurchaloy,46.0881,43.2019
Kimovsk,38.5333,53.9667
Montgomery Township,-75.2319,40.2411
Superior,-92.0823,46.6941
Timberwood Park,-98.4838,29.6994
Karlovo,24.8053,42.643
Marmara Ereğlisi,27.9553,40.9697
Pantelimon,26.2036,44.4528
Álamos,-108.94,27.0275
Barberton,-81.6038,41.0094
Española,-106.0669,36.0041
Koko,4.517,11.4232
Armidale,151.65,-30.5
San Vicente de Cañete,-76.4,-13.0833
Cuajinicuilapa,-98.4153,16.4717
Ishii,134.4406,34.0747
Malaṅgawā,85.5667,26.8667
Wetzikon,8.7931,47.3208
Rock Springs,-109.2238,41.5951
Wągrowiec,17.2,52.8
Plainview,-73.4732,40.7832
Neiba,-71.4166,18.4666
Mercer Island,-122.232,47.5661
Lübbecke,8.6231,52.3081
Heber,-111.3984,40.5068
White Bear Lake,-93.015,45.0657
Roth,11.0911,49.2461
Chester-le-Street,-1.5699,54.8594
Verl,8.5167,51.8831
Cochrane,-114.467,51.189
Blagnac,1.3906,43.6364
Wall,-74.0974,40.1674
Villanueva de la Serena,-5.8003,38.9739
Yany Kapu,33.8003,45.9675
Broadstairs,1.4394,51.3589
South Windsor,-72.5733,41.8353
Huejotzingo,-98.4073,19.1594
Kireyevsk,37.9333,53.9333
Merrimack,-71.5188,42.8547
Hasköy,41.6936,38.6864
Velingrad,23.991,42.0267
Surgidero de Batabanó,-82.2939,22.6986
Pereira Barreto,-51.1092,-20.6383
Cave Spring,-80.0073,37.2254
Exeter Township,-75.834,40.3139
Groß-Gerau,8.4818,49.9214
Zittau,14.8072,50.8961
Santa Rosa de Viterbo,-47.3628,-21.4728
Marshfield,-70.715,42.114
Green,-81.4757,40.9483
Saky,33.5772,45.1336
Pfungstadt,8.6044,49.8056
Oga,139.8478,39.8867
Rinteln,9.0814,52.1906
Golborne,-2.5943,53.4758
Thetford Mines,-71.3,46.1
Ditzingen,9.0667,48.8264
Pooler,-81.2568,32.1043
Lennestadt,8.0681,51.1236
Balabanovo,36.65,55.1833
Haysyn,29.3906,48.8094
Siófok,18.05,46.9
Nesher,35.05,32.7667
Otradnoye,30.8167,59.7833
Jumilla,-1.325,38.4792
Rottweil,8.6247,48.1681
Wiehl,7.5333,50.95
Courtenay,-124.9944,49.6878
Vynohradiv,23.0331,48.1397
Gosforth,-1.623,55.007
South Salt Lake,-111.8986,40.7056
Saint-Ouen-l’Aumône,2.1111,49.0447
Plettenberg,7.8715,51.2128
Tarpon Springs,-82.7623,28.1493
Étampes,2.1615,48.4343
Busselton,115.3458,-33.6478
Rudolstadt,11.3275,50.7169
Tougué,-11.67,11.44
Staßfurt,11.5667,51.8667
Sevierville,-83.5677,35.8873
Bluffton,-80.9316,32.2135
Forest Grove,-123.1101,45.5244
Holt,-84.5307,42.6416
Yanaul,54.9333,56.2667
South Portland,-70.2895,43.631
Londonderry,-71.3873,42.8796
Denison,-96.5807,33.7672
Maaseik,5.7856,51.1019
Brilon,8.5678,51.3956
Białogard,15.9875,54.007
Tanabi,-49.6489,-20.6258
Owatonna,-93.2304,44.0914
Korostyshiv,29.0592,50.3186
Workington,-3.5549,54.6365
Witham,0.6373,51.7978
Moon,-80.2073,40.5082
Markkleeberg,12.3833,51.2778
Laon,3.6244,49.5639
Inta,60.1315,66.0398
Sun City West,-112.3575,33.6693
Freeport City,-78.7,26.5333
Ozëry,38.55,54.85
Albergaria-a-Velha,-8.4806,40.6936
Sevlievo,25.1039,43.0258
Harsewinkel,8.2331,51.9667
Meckenheim,7.0167,50.6333
Claremore,-95.6099,36.3143
Whitehaven,-3.5855,54.548
Kose,135.7403,34.4633
Homewood,-86.8092,33.4617
Dedham,-71.1777,42.2466
Muret,1.3267,43.4611
Chiromo,35.1332,-16.55
Fort Hood,-97.7797,31.1345
De Witt,-76.0712,43.0503
Magog,-72.15,45.2667
Mednogorsk,57.5953,51.4221
Jawor,16.1833,51.05
Middle River,-76.4318,39.3345
Guanhães,-42.95,-18.78
Horb am Neckar,8.6911,48.445
Zheleznovodsk,43.0333,44.1333
Senboku,140.7306,39.7
Pinal de Amoles,-99.4586,21.1342
Forest City,-81.8702,35.3338
Rochefort,-0.9588,45.9421
Baar,8.5264,47.1956
Bainbridge Island,-122.5434,47.6439
Norden,7.2056,53.5967
Salzkotten,8.6047,51.6708
Nasukarasuyama,140.1517,36.6569
Petershagen,8.9667,52.3833
Khed Brahma,73.0463,24.0299
Caledonia,-87.8762,42.7986
Cajuru,-47.3042,-21.2753
Champlin,-93.3903,45.1702
Sprockhövel,7.244,51.3614
Lom,23.2364,43.8272
Thetford,0.74,52.41
Kariba,28.8,-16.5333
Frederikshavn,10.5333,57.4337
Sastamala,22.9083,61.3417
Apiaí,-48.8428,-24.5097
Edwardsville,-89.9877,38.7923
Fajardo,-65.6592,18.333
Palm City,-80.2861,27.1736
Bad Oldesloe,10.3742,53.8117
Morozovsk,41.8333,48.35
Villarrobledo,-2.6,39.2667
Elk River,-93.567,45.3314
Idstein,8.2692,50.2206
Rosemount,-93.0662,44.7465
Fountain Hills,-111.7398,33.6073
Droitwich,-2.153,52.267
Otuzco,-78.5657,-7.9025
Shaqlāwah,44.3436,36.3964
Santa María Tonameca,-96.5472,15.7458
Hudson,-71.4072,42.7639
Raahe,24.4792,64.6847
Litoměřice,14.1319,50.5336
Bay Point,-121.9614,38.0329
Great Sankey,-2.6383,53.3918
Ch’arents’avan,44.6431,40.4097
Delitzsch,12.3425,51.5264
Atkarsk,45.0,51.8667
Sovetskaya Gavan’,140.2833,48.9667
Belvidere,-88.8649,42.2544
Ereymentaū,73.1049,51.6303
Eysines,-0.65,44.8853
Sakai,139.795,36.1086
Muskego,-88.1291,42.886
Jaleshwar,85.8,26.6333
Wolfsberg,14.8408,46.8419
Kingsville,-97.8611,27.5094
Hazelwood,-90.3899,38.7931
Scottsbluff,-103.6616,41.8684
Pitsea,0.504,51.569
Canyon Lake,-98.2611,29.8761
Santo Tomás,-72.082,-14.45
Columbine,-105.0694,39.5879
Krems an der Donau,15.6167,48.4167
Whitehorse,-135.0691,60.7029
Walpole,-71.2555,42.1465
Ridgefield,-73.5023,41.3065
Břeclav,16.882,48.759
Turnu Măgurele,24.8708,43.7517
Ridgewood,-74.1128,40.9822
Slavutych,30.7569,51.5206
Yucca Valley,-116.4216,34.1234
Derry Township,-76.6561,40.2709
Branson,-93.2635,36.651
Sultepec,-99.95,18.8667
Dainyor,74.3783,35.9206
Uvarovo,42.2667,51.9833
Sandomierz,21.75,50.6833
Ma‘bar,44.2936,14.7939
Eisenhüttenstadt,14.6728,52.145
Český Těšín,18.6262,49.7461
Balch Springs,-96.6151,32.7194
Übach-Palenberg,6.1194,50.9197
Warstein,8.3667,51.45
Ronnenberg,9.6556,52.3194
Santa Gertrudes,-47.53,-22.4569
Espelkamp,8.6328,52.3772
Olpe,7.8514,51.0289
De Pere,-88.0785,44.4309
Schmallenberg,8.3,51.1333
Madaoua,5.9586,14.0762
Trebišov,21.7167,48.6333
Plymstock,-4.09,50.3569
Wilsonville,-122.7705,45.3107
Wil,9.0497,47.4664
Wajimazakimachi,136.8992,37.3906
Hodonín,17.1324,48.849
Sharya,45.5,58.3667
Cataño,-66.1388,18.4415
Brookings,-96.7859,44.3022
Pavlovsk,40.0667,50.45
Leoben,15.0972,47.3817
Walker,-85.7446,42.9853
Wyandotte,-83.1558,42.2113
Susquehanna Township,-76.8699,40.3111
Grandview,-94.5227,38.8802
Forest Lake,-92.9583,45.2536
Chesapeake Beach,-76.5448,38.6881
Fairland,-76.9527,39.0804
Kulachi,70.4592,31.9286
Aytos,27.25,42.7
Rockaway,-74.4988,40.9602
Vertou,-1.4697,47.1689
Raisio,22.1694,60.4861
Brasiléia,-68.7478,-11.01
Lüdinghausen,7.4444,51.7681
Kakonko,30.96,-3.2796
Roissy-en-Brie,2.6519,48.7906
Buy,41.5167,58.4833
South Elgin,-88.3134,41.9906
Şamaxı,48.6392,40.6339
Auburn Hills,-83.2447,42.6735
Čadca,18.7883,49.4386
North Tustin,-117.7945,33.7644
Öhringen,9.5,49.2
Larvik,10.0271,59.0532
Igaraçu do Tietê,-48.5578,-22.5092
Takehara,132.9069,34.3417
Takhli,100.35,15.2667
‘Arad,35.2147,31.2603
Vizela,-8.3,41.3833
Windham,-72.1671,41.7102
Swatara,-76.803,40.2463
Hannoversch Münden,9.65,51.4167
Álvares Machado,-51.4719,-22.0789
Norton Shores,-86.2519,43.1621
Kernersville,-80.0844,36.1066
Rickmansworth,-0.4659,51.6383
Khajurāho,79.9333,24.85
Meiningen,10.4167,50.55
Keystone,-82.5999,28.1312
North Laurel,-76.8476,39.1286
Sugar Hill,-84.056,34.1081
Attendorn,7.9033,51.1264
San Borja,-66.7475,-14.8583
Zernograd,40.3,46.85
Prosper,-96.8087,33.2394
Pirajuí,-49.4569,-21.9989
Gyál,19.2136,47.3822
Chantilly,-77.4453,38.8868
Dubnica nad Váhom,18.1658,48.9575
Kaniv,31.4558,49.7447
Waverly,-84.6353,42.7401
Syke,8.8186,52.9161
Krychaw,31.7139,53.7194
Waldshut-Tiengen,8.2144,47.6231
Watsa,29.53,3.04
Waldkraiburg,12.4,48.2167
Rathenow,12.3333,52.6
Palmetto Bay,-80.3221,25.622
Svishtov,25.3439,43.6186
Simsbury,-72.8256,41.8729
Emporia,-96.1924,38.4028
Clarence-Rockland,-75.2,45.4833
Limbach-Oberfrohna,12.75,50.8667
Middleborough,-70.8745,41.8803
Avon Lake,-82.016,41.4945
Pýrgos,21.4333,37.6667
Nyūzen,137.5,36.9333
Neftekumsk,44.9797,44.7506
Lathrop,-121.3131,37.809
Loma Linda,-117.2498,34.0451
Homer Glen,-87.9497,41.6044
Tifton,-83.5205,31.4625
Senftenberg,14.0167,51.5167
Tocopilla,-70.201,-22.0941
Dinuba,-119.3987,36.5453
Bad Soden am Taunus,8.4997,50.1424
Stroitel,36.4833,50.7833
Amarapura,96.0458,21.9
Selydove,37.3,48.15
Hachimantai,141.0953,39.9264
Porto de Mós,-8.8167,39.6
